id,"i_dialog","i_utterance",speaker,utterance
405,53,7,Chandler,"I think somebody has a crush on somebody."
404,53,6,Joey,"With her, ?Oh, I?m so talented.? and ?Oh, I?m so pretty,? and ?Ooh, I smell so good.?"
403,53,5,Joey,"I hate her!!"
402,53,4,Joey,"God, I just, I hate her!"
401,53,3,Chandler,"Ah, Sliced Bread, a wonderful Lady MacBeth."
400,53,2,Joey,"Just because she went to Yale drama, she thinks she?s like the greatest actress since, since, sliced bread!"
399,53,1,Chandler,"I wasn?t doing anything.  Uh-oh, what did she do now?"
398,53,0,Chandler,"I don?t think this town is big enough for both of us to relax in.  Draw!!"
397,52,11,Phoebe,"Okay, so it?s probably just the Ross thing then."
396,52,10,Rachel,"I don?t have any issues with my Father."
395,52,9,Phoebe,"Wow. So, okay, maybe that means that, you?re not over Ross yet and you have issues with your father."
394,52,8,Rachel,"Y'know, like I?d be cheating on Ross or something."
393,52,7,Rachel,"I mean I?m standing there with this charming, cute guy, who?s asking me to go out with him, which I?m allowed to do, and I felt guilty."
392,52,6,Rachel,"Oh, but it was so strange."
391,52,5,Rachel,"I mean I think I?d say no to anybody right now."
390,52,4,Phoebe,"Huh."
389,52,3,Rachel,"Well, I told him I would think about it, but I?m gonna tell him no."
388,52,2,Phoebe,"What, so what are you gonna tell him?"
387,52,1,Rachel,"I know."
386,52,0,Phoebe,"Wow! I cannot believe Mark asked you out."
385,51,11,Joey,"Although some of that stuff wasn't where you said it was gonna    be, but...  I made it work."
384,51,10,Ross,"Glad I could help man."
383,51,9,Joey,"Hey Ross! That art stuff worked, you hooked me    up."
382,51,8,Charlie,"Yeah, let's go.   Thanks    Ross."
381,51,7,Joey,"You're ready?"
380,51,6,Charlie,"Hey!"
379,51,5,Ross,"Hey!"
378,51,4,Joey,"Hey!"
377,51,3,Ross,"That was going to be my next argument."
376,51,2,Charlie,"He is very sweet. Plus he's"
375,51,1,Ross,"You know, that's the    kind of guy Joey is."
374,51,0,Ross,"And if you think about it, I mean the reason he memorized all    that stuff is because he thought it was important to you."
373,50,11,Rachel,"Well, actually Gunther sent me. You?re not allowed to have cups out here, it?s a thing."
372,50,10,Phoebe,"You?re so sweet to wait with me."
371,50,9,Phoebe,"It?s like the last desperate chance to have a family, y'know, kinda thing."
370,50,8,Phoebe,"Y'know it?s just y'know Mom?s dead, don?t talk to my sister, Grandma?s been sleeping a lot lately."
369,50,7,Phoebe,"No, I know, I?m just nervous."
368,50,6,Rachel,"Well relax, he?ll be here."
367,50,5,Phoebe,"Yeah, I did. I think it sounds y'know big sistery, y'know, ?Frank?s always late.?"
366,50,4,Rachel,"I thought you only met him once?"
365,50,3,Phoebe,"No, but he?s always late."
364,50,2,Rachel,"Any sign of your brother?"
363,50,1,Phoebe,"Hey!"
362,50,0,Rachel,"Hey Pheebs."
361,49,8,Ross,"Oh! So-so seriously, what time?"
360,49,7,Ross,"Gotcha."
359,49,6,Ross,"What time?"
358,49,5,Ross,"Oh I, I don?t-I don?t think that would be the best idea."
357,49,4,Ross,"That was you?"
356,49,3,Erin,"What about shut up?"
355,49,2,Joey,"What about Game 1 of the Series?"
354,49,1,Erin,"What about Benitez?"
353,49,0,Joey,"How can you say that?! The"
352,48,6,Ross,"Look, it's just a little more complicated..."
351,48,5,Joey,"You slept with her for seven years after that."
350,48,4,Joey,"So you slept with her for the first time, so what?"
349,48,3,Joey,"What is the big deal about today?"
348,48,2,Joey,"He's right, enough, already."
347,48,1,Chandler,"Yes, the moon, the glow, the magical feeling, you did this part- Could I get some painkillers over here, please?"
346,48,0,Ross,"I remember the moonlight coming through the window- and her face had the most incredible glow."
345,47,8,Mona,"Ohh!  And I love spending time with you."
344,47,7,Ross,"I love you!"
343,47,6,Mona,"What?"
342,47,5,Ross,"I?m trying to tell you I made you a mix tape."
341,47,4,Mona,"Umm, I-I thought we were moving forward and now you?re-you?re sending me all these mixed signals. What are you trying to tell me?"
340,47,3,Mona,"I don?t understand. You-you give me a key to your apartment and then you change the lock."
339,47,2,Ross,"No. That guy is."
338,47,1,Mona,"Hey Ross, what?s going on? You changing the lock?"
337,47,0,Ross,"Okay, and oh I?m gonna need a bunch of extra keys. Apparently I give them away for no reason at all."
336,46,6,Ross,"Y'know, here's the thing. Even if I could get it together enough to- to ask a woman out,... who am I gonna ask?"
335,46,5,Joey,"Right.? Thanks.? It's June.? I'm outta here."
334,46,4,Chandler,"Angela's the screamer, Andrea has cats."
333,46,3,Joey,"Great story!? But, I uh, I gotta go, I got a date with Andrea--Angela--Andrea...? Oh man,"
332,46,2,Ross,"Do the words 'Billy, don't be a hero' mean anything to you?"
331,46,1,Ross,"Do you know how long it's been since I've grabbed a spoon?"
330,46,0,Ross,"Grab a spoon."
329,45,5,Chandler,"I... I don't know... you seem lovely."
328,45,4,"Bitter lady","Chapter 7: Divorce is a 4 letter word."
327,45,3,"Bitter lady","Because in    life there are no intermissions, people."
326,45,2,"Bitter lady","Well, you're not gonna get one!"
325,45,1,Chandler,"oh yes, God yes!!"
324,45,0,"Bitter lady","Well, I bet you are all thinkin' """"Now would be a really    great time for an intermission"""", huh?"
323,44,6,Chandler,"Oh, y'know, what did you mean when you said pivot?"
322,44,5,Rachel,"I know, me neither! I mean, you"
321,44,4,Ross,"I can't believe that didn't work!"
320,44,3,Chandler,"Okay, yeah, I think it's really stuck now."
319,44,2,Ross,"All right, let's uh, let's bring it back down and-and try again."
318,44,1,Rachel,"You think?!"
317,44,0,Ross,"Okay, I don't think it's going to pivot anymore."
316,43,4,"Joey's Doctor","Kidney stones!"
315,43,3,Joey,"Or?"
314,43,2,"Joey's Doctor","It's kidney stones."
313,43,1,Joey,"Umm, well, what else could it be?"
312,43,0,"Joey's Doctor","Mr. Tribbiani, I'm afraid you've got kidney stones."
311,42,8,Joey,"Noo!! I?ve had the best day ever! Dude, check this out!"
310,42,7,Chandler,"Yeah?"
309,42,6,Joey,"Me too."
308,42,5,Chandler,"And if it makes you feel any better, I?ve had a really lousy day."
307,42,4,Chandler,"I really shouldn?t have said that you were embarrassing me, I mean that really wasn?t cool."
306,42,3,Chandler,"No-no-no, y?know what?"
305,42,2,Joey,"Oh.  Sorry!"
304,42,1,Chandler,"Hey."
303,42,0,Joey,"Hey."
302,41,8,"Dr. Franzblau","It's like uh...Well, for instance, what do you do?"
301,41,7,"Dr. Franzblau","I try not to let my work affect my personal life, but it's hard, when you... do what I do."
300,41,6,Rachel,"Oh."
299,41,5,"Dr. Franzblau","No, no, really. I suppose it's because I spend so much time, you know, where I do."
298,41,4,Rachel,"Right, yeah, I've heard that about cute doctors."
297,41,3,"Dr. Franzblau","No, it's hard enough to get women to go out with me."
296,41,2,Rachel,"No, no, not at the moment, no, I'm not. Are you?"
295,41,1,"Dr. Franzblau","So, uh, tell me, are you currently involved with anyone?"
294,41,0,"Dr. Franzblau","I don't know, could be an hour, could be three, but relax, she's doing great."
293,40,5,Joey,"No."
292,40,4,Ross,"You wanna buy a car?"
291,40,3,"The Man In The Sportscar","How hot are we?"
290,40,2,Ross,"Woohoo!"
289,40,1,Joey,"All-all right!  Start it up! Let?s go!"
288,40,0,Ross,"Yes! My baby?s finally free!"
287,39,6,Steve,"It's a lovely apartment."
286,39,5,Phoebe,"Mmmmmm! Everything smells so delicious! You know, I can't remember a time I smelt such a delicious combination of  of, OK, smells."
285,39,4,Steve,"Yeah, OK."
284,39,3,Monica,"This is Rachel."
283,39,2,Steve,"Hello, Monica.  Hello, greeter girl."
282,39,1,Monica,"Hi Steve!"
281,39,0,Rachel,"Well hello! Welcome to Monica's. May I take your coat?"
280,38,8,Rachel,"Um... my... father."
279,38,7,Monica,"And who pays for that?"
278,38,6,Rachel,"Uh, credit card."
277,38,5,Monica,"How'd you pay for them?"
276,38,4,Rachel,"They're my new 'I don't need a job, I don't need my parents, I've got great boots' boots!"
275,38,3,Chandler,"Oh, how well you know me..."
274,38,2,Rachel,"You would be too if you found John and David boots on sale, fifty percent off!"
273,38,1,Chandler,"And yet you're surprisingly upbeat."
272,38,0,Rachel,"Are you kidding? I'm trained for nothing! I was laughed out of twelve interviews today."
271,37,6,Ross,"I know, I wasn?t finished.   But don?t worry! We?re gonna go down the fire escape!!"
270,37,5,Joey,"Ross. I was thinking we could just go down the fire escape."
269,37,4,Ross,"Yeah, I guess we don?t have a choice.  Help us! Please help us! We?re stuck up on the roof and we can?t get down!!!"
268,37,3,Joey,"All right well, y?know?I guess we know what we have to do to get down."
267,37,2,Ross,"I can?t believe this!!"
266,37,1,Joey,"Come on!"
265,37,0,Ross,"Rachel!! Monica!!"
264,36,4,"Ms. McKenna","Then, problem solved. Chandler will be running our office  in Tulsa. Youre gonna love Oklahoma."
263,36,3,Chandler,"Yes."
262,36,2,"Ms. McKenna","Are you on board?"
261,36,1,Chandler,"Yep."
260,36,0,"Ms. McKenna","Ok if everyones on board, its settled, Chandler,   Chandler?"
259,35,8,Frannie,"Are you kidding? I take credit for Paul. Y'know before me, there was no snap in his turtle for two years."
258,35,7,Monica,"You mean you know Paul like I know Paul?"
257,35,6,Frannie,"Paul the Wine Guy? Oh yeah, I know Paul."
256,35,5,Monica,"You know Paul?"
255,35,4,Frannie,"Oh, I hate you, I'm pushing my Aunt Roz through Parrot Jungle and you're having sex!"
254,35,3,Monica,"How do you do that?"
253,35,2,Frannie,"You had sex, didn't you?"
252,35,1,Monica,"Hey Frannie, welcome back! How was Florida?"
251,35,0,Frannie,"Hey, Monica!"
250,34,5,Joey,"Yeah!  Y?know, she could use a little?  Oh nice shot!!!"
249,34,4,Ross,"Yeah, laugh all you want but in ten minutes we?re gonna have younger looking skin!"
248,34,3,Monica,"I?m sorry. I?m sorry. I-I should probably leave you girls alone."
247,34,2,Monica,"Alright, what?s going on?"
246,34,1,Chandler,"I thought you were gonna be gone all day."
245,34,0,Monica,"Hey guys! Do you wanna look at the song list for the wedding?  Guys?"
244,33,4,Joey,"Yeah, you are!  I scared you!"
243,33,3,Chandler,"I'm over here big guy."
242,33,2,Joey,"It worked! I scared ya, I knew it! Ha-ha!"
241,33,1,Chandler,"Arghhhhhh!!"
240,33,0,Rachel,"Hey Mon, what are you doing now? Wanna come see a movie with us?"
239,32,6,Doug,"Oh yeah-yeah-yeah, y?know I did it and I felt a hell of a lot better and if you whip it just right you might hit a seagull in the head."
238,32,5,Chandler,"Oh no-no-no!"
237,32,4,Doug,"No, it?s a wedding ring. You gotta get rid of it. We?re gonna go to the East River right now and throw it in there!"
236,32,3,Chandler,"It?s a hand. It?s a thing you use as a"
235,32,2,Doug,"Bing?What?s this?!"
234,32,1,Chandler,"Oh that?s all right sir, and that?s just one girl."
233,32,0,Doug,"Oh Bing, look at those twin sisters dancing together. Let me buy you a lap dance with those girls. Huh?"
232,31,6,Frank,"Well, when I tell my friends about her she will be."
231,31,5,Phoebe,"She wasn?t a hooker."
230,31,4,Frank,"Oh come on we went, we went to Time Square, we found ninja stars, I almost got arm broken by a hooker..."
229,31,3,Phoebe,"Uh-huh."
228,31,2,Frank,"This?"
227,31,1,Phoebe,"Okay. All right, this is my favourite part of the weekend, right now, this."
226,31,0,Frank,"You hopped a little bit. Yeah, I really sorry."
225,30,6,"Chandler and Phoebe","...in you, my endless"
224,30,5,Phoebe,"I?ve found...."
223,30,4,Chandler,"I?ve found"
222,30,3,Phoebe,"I know"
221,30,2,Chandler,"I know"
220,30,1,"Chandler and Phoebe","Yes! You mean the world the world to me. Oh..."
219,30,0,"Chandler and Phoebe","I?ll be a fool for you. I?m sure, you know I don?t mind"
218,29,4,Bob,"Say uh, who the"
217,29,3,Bob,"Apparently somebody thinks I?m not eleventh floor material."
216,29,2,Bob,"I just had a meeting, I was actually hoping to get transferred up here, but I just found out its not gonna happen."
215,29,1,Chandler,"Sure, what?s up?"
214,29,0,Bob,"Hey Toby, you got a sec?"
213,28,5,Monica,"Because I think it might take some of the heat off me."
212,28,4,Monica,"I know this is going to sound unbelievably selfish, but, were you planning on bringing up the whole baby/lesbian thing?"
211,28,3,"Mrs. Geller","Oh, we're having spaghetti! That's.... easy."
210,28,2,Monica,"How was that possible?"
209,28,1,"Young Ethan","I am telling you, up until I was, like nine, I thought that gunpoint was an actual place where crimes happen."
208,28,0,Monica,"Did not."
207,27,8,Phoebe,"Well let?s just say its.. she?s lucky she has a sweet ass, ?cause she?s not so good at the writing."
206,27,7,Ross,"How?s Monica coming along with her vows?"
205,27,6,Joey,"How is """"Monica, I love your sweet ass,"""" inappropriate?"""""
204,27,5,Ross,"Oh, we were helping Chandler write his vows, but he kicked us out because Joey kept making inappropriate suggestions."
203,27,4,Rachel,"Hey, what have you guys been up to?"
202,27,3,Phoebe,"Hey!"
201,27,2,Rachel,"Hey!"
200,27,1,Ross,"Hey!"
199,27,0,Joey,"Hey!"
198,26,6,Joey,"Yeah, okay."
197,26,5,"Casting Director #2","No."
196,26,4,Joey,"Or, I could just point to it! Huh? Blah, blah, blah,"
195,26,3,"Casting Director #2","No, the line is pick a bag, so you need to pick up the bag."
194,26,2,Joey,"Exactly."
193,26,1,"Casting Director #2","That?s where you pick up the bag."
192,26,0,Joey,"So that?s why I feed my dog"
191,25,6,Phoebe,"Enter Pheebs."
190,25,5,Joey,"He seemed like a stand up guy. Oh, and he?s not into anything weird sexually."
189,25,4,Phoebe,"Oh."
188,25,3,Joey,"A widower."
187,25,2,Phoebe,"Oh. Ah-uh."
186,25,1,Joey,"Uh, well he?s 33."
185,25,0,Phoebe,"What else? What else?"
184,24,7,Rachel,"I think, if it was a little colder in here I could see your nipples through that sweater."
183,24,6,Ross,"What do you think Rach?"
182,24,5,Ross,"I?ll just say I like things the way they are, and hope for the best."
181,24,4,Ross,"I?ll just have the conversation."
180,24,3,Ross,"I-I?Y?know what?"
179,24,2,Ross,"Forget it."
178,24,1,Chandler,"What are you doing?"
177,24,0,Joey,"So you uh, nervous about getting married?"
176,23,5,Ross,"You're right, you're right, it is...So you gonna invite us all to the big opening?"
175,23,4,Ross,"I mean, not just in palaeontology, but if-if you think about it, in evolutionary biology, uh, genetics, geology, uh, I mean, truly the mind boggles!"
174,23,3,Ross,"So-so what I am saying is - is is that  is that the repercussions could be huge!"
173,23,2,Ross,"I mean, we've been accepting Leakey's dates as a given, but if they're off by even a hundred thousand years or so then you can - you can just throw most of our assumptions, you know, right in the trash."
172,23,1,"Professor Sherman","Mmm-mm."
171,23,0,Ross,"The data we are receiving from MRI scans and DNA testing of these fossils are - are staggering."
170,22,7,Monica,"She?s a hooker! She?s a hooker! She?s a?  Hi! Uh, we spoke on the phone."
169,22,6,Hooker,"Oh God! Listen, I am this close to robbing you guys."
168,22,5,Joey,"You got it. Come here."
167,22,4,Chandler,"Yeah, I miss that too. I tell you what; from now on we?ll make time to hang out with each other."
166,22,3,Joey,"Oh sure?And hey, don?t get me wrong, I am so happy for you guys. I just?I miss?hanging out?just-just us, y?know?"
165,22,2,Rachel,"You gave them to me!"
164,22,1,Monica,"Where did you get those jeans?!"
163,22,0,Rachel,"Hi!"
162,21,7,Monica,"Why? Because of the government."
161,21,6,Richard,"Why?"
160,21,5,Monica,"Well, the end table is wrong, The couch looks bizarre and don't even get me started on the refrigerator magnets."
159,21,4,Chandler,"No, I don't see anything different other than the fact that the room got so much brighter when you came into it."
158,21,3,Ross,"Bye!"
157,21,2,Monica,"Why is everything different?"
156,21,1,Chandler,"Uh-huh"
155,21,0,Monica,"Is it okay for me to come in now?"
154,20,4,Joey,"No, I really have to pee."
153,20,3,Chandler,"Is that your new walk?"
152,20,2,Chandler,"Let?s go."
151,20,1,Joey,"Maybe she killed him?"
150,20,0,Phoebe,"They?ve been quiet for a long time."
149,19,8,Rachel,"Oh, my gosh."
148,19,7,Rachel,"Oh my God."
147,19,6,Rachel,"Hey, time-out, umm, yeah, does the captain know that we?re moving?"
146,19,5,Rachel,"Why are we moving?"
145,19,4,Rachel,"Are we moving?"
144,19,3,Rachel,"Hey, are we moving?!"
143,19,2,Rachel,"Hey, look at that, the airport?s moving."
142,19,1,Rachel,"Woo!"
141,19,0,Rachel,"Ahh, yes, I will have a glass of the Merlot and uh,  he will have a white wine spritzer."
140,18,4,"Hypnosis Tape","A strong, confident woman, who does not need to smoke."
139,18,3,"Hypnosis Tape","You are a strong, confident woman, who does not need to smoke."
138,18,2,"Hypnosis Tape","Cigarettes don?t control you."
137,18,1,"Hypnosis Tape","You do not need to smoke."
136,18,0,Joey,"Every night!!"
135,17,5,Ross,"Me either..."
134,17,4,Rachel,"Oh! Man, I never thought I'd be here.."
133,17,3,Chandler,"Oh, why not. Was I doing anything particularly... saucy?"
132,17,2,Rachel,"No, forget it."
131,17,1,Chandler,"Oh, come on. You told me about the last dream."
130,17,0,Ross,"Okay, Andre should be there in like 45 minutes. All rightie, bye bye.  Just easier that way."
129,16,5,Joey,"Okay!"
128,16,4,"The Singing Man","I?ll see you tomorrow morning!"
127,16,3,"The Singing Man","Breakfast is near!"
126,16,2,Joey,"Hey!  Get into gear!"
125,16,1,"The Singing Man","Hey! You?re back!"
124,16,0,"The Singing Man","Morning?s here! The morning?s here!"
123,15,7,Phoebe,"Well, it felt French."
122,15,6,Rachel,"That's not European!"
121,15,5,Monica,"Probably some y'know, European good-bye thing he picked up in London."
120,15,4,Joey,"See ya!!  What the hell was that?!"
119,15,3,Chandler,"So, thanks for having me over! Rach.  Pheebs."
118,15,2,Monica,"Oh, good."
117,15,1,Chandler,"I got caught up and work, but I'm quitting tomorrow."
116,15,0,Monica,"What took you so long?"
115,14,6,Richard,"I know.  I"
114,14,5,Chandler,"Y?know Richard?you are a good guy."
113,14,4,Richard,"Trust me."
112,14,3,Richard,"If you do get her, don?t let her go."
111,14,2,Richard,"And can I give you a piece of advice?"
110,14,1,Richard,"You go get her Chandler."
109,14,0,Richard,"No I don?t have a ring!"
108,13,8,Joey,"Vell, Eva, ve've done some excellent vork here, and I vould have to say, your pwoblem is qviiite clear."
107,13,7,Ross,"Oh, shhh, shh. Magic is about to happen."
106,13,6,Phoebe,"The exclamation point in the title scares me.  Y'know, it's not just"
105,13,5,Chandler,"You can always spot someone who's never seen one of his plays before. Notice, no fear, no sense of impending doom..."
104,13,4,Rachel,"Ooh! Look! Look! Look! Look, there's Joey's picture! This is so exciting!"
103,13,3,Phoebe,"Eww, look. Ugly Naked Guy lit a bunch of candles."
102,13,2,Joey,"Well, Chandler's old roomate was Jewish, and these are the only candles we have, so... Happy Chanukah, everyone."
101,13,1,Ross,"And officiating at tonight's blackout, is Rabbi Tribbiani."
100,13,0,Joey,"Hi everyone."
99,12,8,Gunther,"I knew you'd understand."
98,12,7,Rachel,"Okay."
97,12,6,Gunther,"So umm, are we cool?"
96,12,5,Rachel,"Okay."
95,12,4,Gunther,"Well, we kissed. I-I-I didn't initiate the kiss, but-but I also didn't stop it, and I've been feeling guilty."
94,12,3,Rachel,"No!"
93,12,2,Gunther,"I don't know if you heard about what happened between me and Phoebe the other day_"
92,12,1,Rachel,"Yeah."
91,12,0,Gunther,"Rachel?"
90,11,8,Joey,"Yeah. I?ll let you play with my duck."
89,11,7,"The Stripper","Yeah?"
88,11,6,Joey,"Oh unless you uh, you wanna hang around."
87,11,5,"The Stripper","Yeah, that would be great. So I guess umm, good night."
86,11,4,Joey,"Oh thanks. Thanks. It was great meetin? ya. And listen if any of my friends gets married, or have a birthday, or a Tuesday"
85,11,3,"The Stripper","You are really good at that. So uh, I had fun tonight, you throw one hell of a party."
84,11,2,Joshua,"What?s up? You?re voice sounded all squeaky on the phone."
83,11,1,Rachel,"Hi!"
82,11,0,Joshua,"Hey, Rachel."
81,10,6,All,"Oh!"
80,10,5,Phoebe,"Okay, but this can?t be good for the baby."
79,10,4,Frank,"MY SISTER?S GONNA HAVE MY BABY!!!!!!!"
78,10,3,Phoebe,"You guys! You guys! You?re gonna have a baby! They?re gonna have a baby!"
77,10,2,Rachel,"No it?s not!"
76,10,1,Joey,"But it is our apartment!"
75,10,0,Rachel,"Will you stop calling it your apartment!"
74,9,5,Ross,"Hi."
73,9,4,Rachel,"Hi, sure!"
72,9,3,Monica,"This is everybody, this is Chandler, and Phoebe, and Joey, and- you remember my brother Ross?"
71,9,2,Monica,"Okay, everybody, this is Rachel, another Lincoln High survivor."
70,9,1,Rachel,"I just went to your building and you weren't there and then this guy with a big hammer said you might be here and you are, you are!"
69,9,0,Rachel,"Oh God Monica hi!"
68,8,6,Chandler,"We didn?t play it!!"
67,8,5,Joey,"Yeah. Okay.  Whoa!  I almost forgot this was on your"
66,8,4,Monica,"I mean I know it?s weird, it?s awkward, but you gotta at least try."
65,8,3,Monica,"I mean, what are you gonna do, never going to talk to her again?"
64,8,2,Monica,"This is Rachel."
63,8,1,Joey,"All right so, so what do I do?"
62,8,0,Monica,"Hello? No rejection? I got shot down at fat camp! Boy, kids are mean when they?re hungry."
61,7,7,Joey,"Big day."
60,7,6,Monica,"Aww..."
59,7,5,Rachel,"And now I know."
58,7,4,Rachel,"Y'know, ever since I ran out on Barry at the wedding, I have wondered whether I made the right choice."
57,7,3,Rachel,"Yeah!"
56,7,2,Monica,"Really?"
55,7,1,Rachel,"Yeah."
54,7,0,Monica,"You okay?"
53,6,8,Rachel,"Okay."
52,6,7,Joey,"Okay."
51,6,6,Rachel,"Do you want to put the book in the freezer?"
50,6,5,Joey,"Yeah."
49,6,4,Rachel,"Joey?"
48,6,3,Joey,"Jo?s there, but I don?t think there?s anything she could do."
47,6,2,Rachel,"Awwww."
46,6,1,Joey,"Beth is really, really sick."
45,6,0,Rachel,"What?"
44,5,5,Rachel,"Any chance you think the couch looks good there?"
43,5,4,Ross,"Yeah, you got it right? You got it right? You got it?"
42,5,3,Rachel,"Oh-oh!"
41,5,2,Ross,"Good-good-good."
40,5,1,Rachel,"Yeah."
39,5,0,Chandler,"So what do you say, maybe sometime I hold your gun?"
38,4,7,Joey,"Whoa-whoa! No-no-no-no-no, nothing is going up! Okay? Up, up is not an option?what's a urethra?  Are you crazy?!"
37,4,6,"Joey's Doctor","Which means we can either wait for you to pass them or else go up the urethra"
36,4,5,"Joey's Doctor","Now, ordinarily Mr. Tribbiani, we try to break up the stones up with shock waves, but they're to close to the bladder now."
35,4,4,"Joey's Doctor","Kidney stones!"
34,4,3,Ross,"Hey! I just heard. What's up?"
33,4,2,Monica,"Me too."
32,4,1,Joey,"Well, maybe a little. I wish you hadn't seen me throw up."
31,4,0,Monica,"Feeling a little better sweetie?"
30,3,8,Phoebe,"Oh hi Ben?No!! Don?t look at the machine!"
29,3,7,Ross,"Phoebe!!"
28,3,6,Phoebe,"I can?t!! I can?t!!  Noooooooo!!!!!!! You son of a bitch!!!!!"
27,3,5,Chandler,"All right! Go left! Go left! Go right!! Go right!!"
26,3,4,Monica,"Don?t touch her!!"
25,3,3,Phoebe,"Don?t touch me!!"
24,3,2,Chandler,"One more score to go! You can do it!"
23,3,1,Phoebe,"I know!"
22,3,0,Monica,"Oh my God Phoebe, you?re on fire!"
21,2,8,Annabelle,"Sure."
20,2,7,Joey,"Listen, uh, what do you say I buy you that cup of coffee now?"
19,2,6,Joey,"Sooner or later, they all...stop lastin'."
18,2,5,Joey,"These new kids, they never last."
17,2,4,Annabelle,"My god, what happened?"
16,2,3,"Hombre Man","I'm sorry. I am such a doofus. I'm so sorry, I'm so sorry."
15,2,2,Julie,"Really?"
14,2,1,Phoebe,"Oh yeah!? Oh, I can do that."
13,2,0,Julie,"I was thinking of doing it a little shorter, you know, like Andie McDowell's new haircut?"
12,1,7,Monica,"Come on.  Hello?  I?m sorry you have the wrong number.   Okay, I?ll call you later dad. I love you."
11,1,6,Chandler,If
10,1,5,Ross,"You were trying to eat it!"
9,1,4,Monica,"I was trying to help out a squirrel."
8,1,3,Ross,"Then how did you get caught in the barbed wire?"
7,1,2,Monica,"I wasn?t escaping."
6,1,1,Ross,"Oh, but he will. He still tells the story how Monica tried to escape from fat camp."
5,1,0,Chandler,"I don?t want him to tell this story for years."
4,0,4,Joey,"I don't wanna hear it! Now go to my room!"
3,0,3,"Mr. Tribbiani","Yeah, but this is"
2,0,2,Joey,"Then you gotta come clean with Ma! This is not right!"
1,0,1,Monica,"Oh! You're awake!"
0,0,0,Phoebe,"Alright, whadyou do with him?"
